"date","product_id","region_id","product_category","demand","day_of_week","day_of_month","week_of_year","month","quarter","is_weekend","is_federal_holiday","is_ramadan","ramadan_day","is_pre_raya_window","is_pre_cny_window","is_mega_sale","mega_sale_base_magnitude","is_school_holiday","is_government_payday_window","is_private_payday_window","social_media_index","competitor_activity_index","marketing_spend_myr"
"2025-05-25","P002","ECP","Electronics","58","6","25","21","5","2","1","0","0","0","0","0","0","0.0","1","1","0","0.4063","0.2358","1132.69"
"2025-05-26","P002","ECP","Electronics","53","0","26","22","5","2","0","0","0","0","0","0","0","0.0","1","1","0","0.3786","0.1444","1230.37"
"2025-05-27","P002","ECP","Electronics","48","1","27","22","5","2","0","0","0","0","0","0","0","0.0","1","0","0","0.5681","0.4674","1205.24"
"2025-05-28","P002","ECP","Electronics","63","2","28","22","5","2","0","0","0","0","0","0","0","0.0","1","0","0","0.1379","0.1222","1362.61"
"2025-05-29","P002","ECP","Electronics","57","3","29","22","5","2","0","0","0","0","0","0","0","0.0","1","0","0","0.1132","0.3027","1506.88"
"2025-05-30","P002","ECP","Electronics","61","4","30","22","5","2","0","0","0","0","0","0","0","0.0","1","0","0","0.386","0.0716","1094.11"
"2025-05-31","P002","ECP","Electronics","64","5","31","22","5","2","1","0","0","0","0","0","0","0.0","1","0","0","0.063","0.2054","1281.56"
"2025-06-01","P002","ECP","Electronics","58","6","1","22","6","2","1","0","0","0","0","0","0","0.0","1","0","1","0.1588","0.506","1231.72"
"2025-06-02","P002","ECP","Electronics","62","0","2","23","6","2","0","1","0","0","0","0","0","0.0","0","0","1","0.4665","0.4453","949.31"
"2025-06-03","P002","ECP","Electronics","64","1","3","23","6","2","0","0","0","0","0","0","0","0.0","0","0","1","0.5095","0.2219","1374.63"
"2025-06-04","P002","ECP","Electronics","60","2","4","23","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.3636","0.0754","1481.41"
"2025-06-05","P002","ECP","Electronics","51","3","5","23","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.6456","0.6791","1347.55"
"2025-06-06","P002","ECP","Electronics","304","4","6","23","6","2","0","1","0","0","0","0","1","4.5","0","0","0","0.8498","0.4348","3258.67"
"2025-06-07","P002","ECP","Electronics","53","5","7","23","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.3002","0.2245","955.79"
"2025-06-08","P002","ECP","Electronics","55","6","8","23","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.3267","0.1999","1315.4"
"2025-06-09","P002","ECP","Electronics","51","0","9","24","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.4319","0.1624","1005.7"
"2025-06-10","P002","ECP","Electronics","58","1","10","24","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.189","0.2257","1023.64"
"2025-06-11","P002","ECP","Electronics","54","2","11","24","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2445","0.2031","1237.68"
"2025-06-12","P002","ECP","Electronics","49","3","12","24","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.1316","0.5034","1332.45"
"2025-06-13","P002","ECP","Electronics","58","4","13","24","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2246","0.2926","1139.49"
"2025-06-14","P002","ECP","Electronics","56","5","14","24","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.4199","0.2751","1162.8"
"2025-06-15","P002","ECP","Electronics","46","6","15","24","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.3317","0.3259","1179.86"
"2025-06-16","P002","ECP","Electronics","48","0","16","25","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.118","0.3515","1035.11"
"2025-06-17","P002","ECP","Electronics","43","1","17","25","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2608","0.4858","1131.58"
"2025-06-18","P002","ECP","Electronics","54","2","18","25","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2366","0.039","908.85"
"2025-06-19","P002","ECP","Electronics","50","3","19","25","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.5335","0.0845","1332.38"
"2025-06-20","P002","ECP","Electronics","57","4","20","25","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2325","0.0075","1701.89"
"2025-06-21","P002","ECP","Electronics","53","5","21","25","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.5072","0.0481","1210.81"
"2025-06-22","P002","ECP","Electronics","48","6","22","25","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.1794","0.3778","1414.39"
"2025-06-23","P002","ECP","Electronics","53","0","23","26","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.3875","0.1197","1152.9"
"2025-06-24","P002","ECP","Electronics","59","1","24","26","6","2","0","0","0","0","0","0","0","0.0","0","1","0","0.3477","0.1151","957.64"
"2025-06-25","P002","ECP","Electronics","61","2","25","26","6","2","0","0","0","0","0","0","0","0.0","0","1","0","0.0596","0.1853","1605.21"
"2025-06-26","P002","ECP","Electronics","66","3","26","26","6","2","0","1","0","0","0","0","0","0.0","0","1","0","0.2883","0.3725","1047.78"
"2025-06-27","P002","ECP","Electronics","51","4","27","26","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.2573","0.2089","1370.47"
"2025-06-28","P002","ECP","Electronics","55","5","28","26","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.3113","0.2348","1238.89"
"2025-06-29","P002","ECP","Electronics","44","6","29","26","6","2","1","0","0","0","0","0","0","0.0","0","0","0","0.307","0.2696","1413.69"
"2025-06-30","P002","ECP","Electronics","49","0","30","27","6","2","0","0","0","0","0","0","0","0.0","0","0","0","0.102","0.5132","1187.93"
"2025-07-01","P002","ECP","Electronics","61","1","1","27","7","3","0","0","0","0","0","0","0","0.0","0","0","1","0.1493","0.3598","990.51"
"2025-07-02","P002","ECP","Electronics","54","2","2","27","7","3","0","0","0","0","0","0","0","0.0","0","0","1","0.4499","0.0741","1080.35"
"2025-07-03","P002","ECP","Electronics","53","3","3","27","7","3","0","0","0","0","0","0","0","0.0","0","0","1","0.1093","0.3944","1623.4"
"2025-07-04","P002","ECP","Electronics","49","4","4","27","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.8843","0.3423","1257.54"
"2025-07-05","P002","ECP","Electronics","58","5","5","27","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.6634","0.4804","1591.93"
"2025-07-06","P002","ECP","Electronics","45","6","6","27","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.9095","0.2154","1133.84"
"2025-07-07","P002","ECP","Electronics","136","0","7","28","7","3","0","0","0","0","0","0","1","3.5","0","0","0","0.9236","0.3651","3985.46"
"2025-07-08","P002","ECP","Electronics","52","1","8","28","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.4261","0.3632","968.9"
"2025-07-09","P002","ECP","Electronics","42","2","9","28","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2738","0.2182","1205.36"
"2025-07-10","P002","ECP","Electronics","50","3","10","28","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2389","0.2292","1600.16"
"2025-07-11","P002","ECP","Electronics","59","4","11","28","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1304","0.3004","1058.91"
"2025-07-12","P002","ECP","Electronics","47","5","12","28","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.5251","0.5796","1075.73"
"2025-07-13","P002","ECP","Electronics","46","6","13","28","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.1336","0.1459","1348.97"
"2025-07-14","P002","ECP","Electronics","48","0","14","29","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1523","0.1181","1220.63"
"2025-07-15","P002","ECP","Electronics","52","1","15","29","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.4924","0.3569","1541.3"
"2025-07-16","P002","ECP","Electronics","51","2","16","29","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.5151","0.1466","1156.63"
"2025-07-17","P002","ECP","Electronics","57","3","17","29","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1103","0.2784","1212.38"
"2025-07-18","P002","ECP","Electronics","60","4","18","29","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1235","0.4945","1257.03"
"2025-07-19","P002","ECP","Electronics","46","5","19","29","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.3239","0.0737","1006.36"
"2025-07-20","P002","ECP","Electronics","45","6","20","29","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.0835","0.2229","966.25"
"2025-07-21","P002","ECP","Electronics","47","0","21","30","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.4604","0.0363","949.84"
"2025-07-22","P002","ECP","Electronics","54","1","22","30","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.0593","0.2276","720.0"
"2025-07-23","P002","ECP","Electronics","54","2","23","30","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.4843","0.1358","1184.69"
"2025-07-24","P002","ECP","Electronics","60","3","24","30","7","3","0","0","0","0","0","0","0","0.0","0","1","0","0.3561","0.3001","965.87"
"2025-07-25","P002","ECP","Electronics","53","4","25","30","7","3","0","0","0","0","0","0","0","0.0","0","1","0","0.2427","0.3552","1102.98"
"2025-07-26","P002","ECP","Electronics","52","5","26","30","7","3","1","0","0","0","0","0","0","0.0","0","1","0","0.3477","0.1064","1383.61"
"2025-07-27","P002","ECP","Electronics","48","6","27","30","7","3","1","0","0","0","0","0","0","0.0","0","0","0","0.1546","0.2578","1029.74"
"2025-07-28","P002","ECP","Electronics","46","0","28","31","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1061","0.2236","1324.17"
"2025-07-29","P002","ECP","Electronics","50","1","29","31","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.382","0.4565","915.56"
"2025-07-30","P002","ECP","Electronics","54","2","30","31","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1922","0.5073","1076.7"
"2025-07-31","P002","ECP","Electronics","65","3","31","31","7","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2777","0.1851","1513.39"
"2025-08-01","P002","ECP","Electronics","56","4","1","31","8","3","0","0","0","0","0","0","0","0.0","0","0","1","0.1236","0.5278","1122.99"
"2025-08-02","P002","ECP","Electronics","62","5","2","31","8","3","1","0","0","0","0","0","0","0.0","0","0","1","0.2982","0.2566","1431.81"
"2025-08-03","P002","ECP","Electronics","58","6","3","31","8","3","1","0","0","0","0","0","0","0.0","0","0","1","0.3974","0.1412","1623.97"
"2025-08-04","P002","ECP","Electronics","51","0","4","32","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2793","0.0883","1124.61"
"2025-08-05","P002","ECP","Electronics","48","1","5","32","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.294","0.2369","1080.17"
"2025-08-06","P002","ECP","Electronics","55","2","6","32","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.4916","0.2624","811.15"
"2025-08-07","P002","ECP","Electronics","54","3","7","32","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.754","0.7007","1252.52"
"2025-08-08","P002","ECP","Electronics","259","4","8","32","8","3","0","0","0","0","0","0","1","4.5","0","0","0","0.874","0.8296","3804.8"
"2025-08-09","P002","ECP","Electronics","54","5","9","32","8","3","1","0","0","0","0","0","0","0.0","1","0","0","0.2919","0.4232","1338.73"
"2025-08-10","P002","ECP","Electronics","48","6","10","32","8","3","1","0","0","0","0","0","0","0.0","1","0","0","0.2045","0.4156","1450.44"
"2025-08-11","P002","ECP","Electronics","55","0","11","33","8","3","0","0","0","0","0","0","0","0.0","1","0","0","0.2367","0.4057","1015.34"
"2025-08-12","P002","ECP","Electronics","51","1","12","33","8","3","0","0","0","0","0","0","0","0.0","1","0","0","0.2318","0.0596","1536.8"
"2025-08-13","P002","ECP","Electronics","58","2","13","33","8","3","0","0","0","0","0","0","0","0.0","1","0","0","0.4453","0.336","1149.28"
"2025-08-14","P002","ECP","Electronics","59","3","14","33","8","3","0","0","0","0","0","0","0","0.0","1","0","0","0.1507","0.3807","1265.46"
"2025-08-15","P002","ECP","Electronics","57","4","15","33","8","3","0","0","0","0","0","0","0","0.0","1","0","0","0.6087","0.4751","1187.87"
"2025-08-16","P002","ECP","Electronics","52","5","16","33","8","3","1","0","0","0","0","0","0","0.0","1","0","0","0.2297","0.228","1061.16"
"2025-08-17","P002","ECP","Electronics","52","6","17","33","8","3","1","0","0","0","0","0","0","0.0","1","0","0","0.0666","0.0343","984.21"
"2025-08-18","P002","ECP","Electronics","47","0","18","34","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.0393","0.2989","1237.85"
"2025-08-19","P002","ECP","Electronics","58","1","19","34","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.6133","0.5176","1026.45"
"2025-08-20","P002","ECP","Electronics","55","2","20","34","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.7736","0.3775","1160.33"
"2025-08-21","P002","ECP","Electronics","63","3","21","34","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.0583","0.1787","1125.81"
"2025-08-22","P002","ECP","Electronics","61","4","22","34","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.0741","0.1441","1134.79"
"2025-08-23","P002","ECP","Electronics","56","5","23","34","8","3","1","0","0","0","0","0","0","0.0","0","0","0","0.3494","0.037","876.12"
"2025-08-24","P002","ECP","Electronics","56","6","24","34","8","3","1","0","0","0","0","0","0","0.0","0","1","0","0.188","0.1334","720.0"
"2025-08-25","P002","ECP","Electronics","61","0","25","35","8","3","0","0","0","0","0","0","0","0.0","0","1","0","0.4354","0.1267","1351.03"
"2025-08-26","P002","ECP","Electronics","63","1","26","35","8","3","0","0","0","0","0","0","0","0.0","0","1","0","0.7098","0.4166","1402.59"
"2025-08-27","P002","ECP","Electronics","42","2","27","35","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.5742","0.131","738.9"
"2025-08-28","P002","ECP","Electronics","54","3","28","35","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.4563","0.1946","1275.27"
"2025-08-29","P002","ECP","Electronics","58","4","29","35","8","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1171","0.2407","1239.1"
"2025-08-30","P002","ECP","Electronics","56","5","30","35","8","3","1","0","0","0","0","0","0","0.0","0","0","0","0.0695","0.2679","961.67"
"2025-08-31","P002","ECP","Electronics","67","6","31","35","8","3","1","1","0","0","0","0","0","0.0","0","0","0","0.2202","0.3395","1361.61"
"2025-09-01","P002","ECP","Electronics","63","0","1","36","9","3","0","0","0","0","0","0","0","0.0","0","0","1","0.513","0.2502","1404.87"
"2025-09-02","P002","ECP","Electronics","63","1","2","36","9","3","0","0","0","0","0","0","0","0.0","0","0","1","0.207","0.1837","1390.69"
"2025-09-03","P002","ECP","Electronics","53","2","3","36","9","3","0","0","0","0","0","0","0","0.0","0","0","1","0.224","0.6","1514.07"
"2025-09-04","P002","ECP","Electronics","60","3","4","36","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1544","0.0947","1380.02"
"2025-09-05","P002","ECP","Electronics","68","4","5","36","9","3","0","1","0","0","0","0","0","0.0","0","0","0","0.3645","0.3044","1050.34"
"2025-09-06","P002","ECP","Electronics","56","5","6","36","9","3","1","0","0","0","0","0","0","0.0","0","0","0","0.538","0.1708","1203.13"
"2025-09-07","P002","ECP","Electronics","53","6","7","36","9","3","1","0","0","0","0","0","0","0.0","0","0","0","0.8059","0.1155","1269.38"
"2025-09-08","P002","ECP","Electronics","50","0","8","37","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.5524","0.0247","1473.41"
"2025-09-09","P002","ECP","Electronics","304","1","9","37","9","3","0","0","0","0","0","0","1","5.5","0","0","0","1.0","0.7338","3464.4"
"2025-09-10","P002","ECP","Electronics","58","2","10","37","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1877","0.2088","1086.18"
"2025-09-11","P002","ECP","Electronics","64","3","11","37","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.4049","0.2305","902.29"
"2025-09-12","P002","ECP","Electronics","62","4","12","37","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.1151","0.0926","1357.16"
"2025-09-13","P002","ECP","Electronics","58","5","13","37","9","3","1","0","0","0","0","0","0","0.0","0","0","0","0.419","0.1995","1237.65"
"2025-09-14","P002","ECP","Electronics","56","6","14","37","9","3","1","0","0","0","0","0","0","0.0","0","0","0","0.0783","0.3139","1044.02"
"2025-09-15","P002","ECP","Electronics","69","0","15","38","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.3251","0.5419","1338.7"
"2025-09-16","P002","ECP","Electronics","157","1","16","38","9","3","0","1","0","0","0","0","0","0.0","0","0","0","0.6459","0.7093","1138.77"
"2025-09-17","P002","ECP","Electronics","183","2","17","38","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.8241","0.2088","961.55"
"2025-09-18","P002","ECP","Electronics","192","3","18","38","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.6678","0.2521","1439.55"
"2025-09-19","P002","ECP","Electronics","114","4","19","38","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.8288","0.2395","828.64"
"2025-09-20","P002","ECP","Electronics","70","5","20","38","9","3","1","0","0","0","0","0","0","0.0","0","0","0","0.2339","0.195","1225.88"
"2025-09-21","P002","ECP","Electronics","55","6","21","38","9","3","1","0","0","0","0","0","0","0.0","0","0","0","0.3161","0.1073","1180.05"
"2025-09-22","P002","ECP","Electronics","58","0","22","39","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.3422","0.0612","905.02"
"2025-09-23","P002","ECP","Electronics","62","1","23","39","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.3505","0.2359","1258.57"
"2025-09-24","P002","ECP","Electronics","66","2","24","39","9","3","0","0","0","0","0","0","0","0.0","0","1","0","0.3222","0.1807","1075.18"
"2025-09-25","P002","ECP","Electronics","76","3","25","39","9","3","0","0","0","0","0","0","0","0.0","0","1","0","0.2211","0.1807","1503.04"
"2025-09-26","P002","ECP","Electronics","67","4","26","39","9","3","0","0","0","0","0","0","0","0.0","0","1","0","0.1443","0.3266","1380.72"
"2025-09-27","P002","ECP","Electronics","63","5","27","39","9","3","1","0","0","0","0","0","0","0.0","0","0","0","0.5169","0.2846","1239.81"
"2025-09-28","P002","ECP","Electronics","58","6","28","39","9","3","1","0","0","0","0","0","0","0.0","0","0","0","0.1448","0.1175","751.49"
"2025-09-29","P002","ECP","Electronics","55","0","29","40","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.2169","0.4433","1099.98"
"2025-09-30","P002","ECP","Electronics","58","1","30","40","9","3","0","0","0","0","0","0","0","0.0","0","0","0","0.202","0.3232","1086.1"
"2025-10-01","P002","ECP","Electronics","71","2","1","40","10","4","0","0","0","0","0","0","0","0.0","0","0","1","0.2062","0.2251","1417.87"
"2025-10-02","P002","ECP","Electronics","72","3","2","40","10","4","0","0","0","0","0","0","0","0.0","0","0","1","0.1989","0.2914","1232.03"
"2025-10-03","P002","ECP","Electronics","65","4","3","40","10","4","0","0","0","0","0","0","0","0.0","0","0","1","0.2283","0.3901","1257.04"
"2025-10-04","P002","ECP","Electronics","65","5","4","40","10","4","1","0","0","0","0","0","0","0.0","0","0","0","0.0658","0.3692","1383.13"
"2025-10-05","P002","ECP","Electronics","63","6","5","40","10","4","1","0","0","0","0","0","0","0.0","0","0","0","0.3903","0.3498","1493.52"
"2025-10-06","P002","ECP","Electronics","62","0","6","41","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.1942","0.2319","1462.59"
"2025-10-07","P002","ECP","Electronics","64","1","7","41","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.4475","0.106","1298.32"
"2025-10-08","P002","ECP","Electronics","64","2","8","41","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.426","0.3743","1151.07"
"2025-10-09","P002","ECP","Electronics","68","3","9","41","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.5888","0.1377","1278.29"
"2025-10-10","P002","ECP","Electronics","329","4","10","41","10","4","0","0","0","0","0","0","1","5.5","0","0","0","0.8297","0.7447","3582.18"
"2025-10-11","P002","ECP","Electronics","64","5","11","41","10","4","1","0","0","0","0","0","0","0.0","0","0","0","0.0361","0.2393","1341.48"
"2025-10-12","P002","ECP","Electronics","64","6","12","41","10","4","1","0","0","0","0","0","0","0.0","0","0","0","0.4635","0.0459","1097.8"
"2025-10-13","P002","ECP","Electronics","59","0","13","42","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.4707","0.027","1362.62"
"2025-10-14","P002","ECP","Electronics","55","1","14","42","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.3094","0.2024","1208.37"
"2025-10-15","P002","ECP","Electronics","72","2","15","42","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.4238","0.0174","1269.49"
"2025-10-16","P002","ECP","Electronics","71","3","16","42","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.1352","0.2566","984.67"
"2025-10-17","P002","ECP","Electronics","69","4","17","42","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.1331","0.1131","1150.75"
"2025-10-18","P002","ECP","Electronics","59","5","18","42","10","4","1","0","0","0","0","0","0","0.0","0","0","0","0.0812","0.3899","1280.37"
"2025-10-19","P002","ECP","Electronics","57","6","19","42","10","4","1","0","0","0","0","0","0","0.0","0","0","0","0.0743","0.4996","1167.19"
"2025-10-20","P002","ECP","Electronics","57","0","20","43","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.2377","0.3113","777.58"
"2025-10-21","P002","ECP","Electronics","63","1","21","43","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.17","0.3823","977.87"
"2025-10-22","P002","ECP","Electronics","67","2","22","43","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.194","0.1002","1261.53"
"2025-10-23","P002","ECP","Electronics","64","3","23","43","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.2473","0.6201","1470.77"
"2025-10-24","P002","ECP","Electronics","92","4","24","43","10","4","0","0","0","0","0","0","0","0.0","0","1","0","0.0786","0.0456","1158.13"
"2025-10-25","P002","ECP","Electronics","84","5","25","43","10","4","1","0","0","0","0","0","0","0.0","0","1","0","0.3593","0.4987","1111.99"
"2025-10-26","P002","ECP","Electronics","71","6","26","43","10","4","1","0","0","0","0","0","0","0.0","0","1","0","0.1769","0.3226","1389.41"
"2025-10-27","P002","ECP","Electronics","62","0","27","44","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.1322","0.4608","1201.96"
"2025-10-28","P002","ECP","Electronics","111","1","28","44","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.3198","0.1955","1333.76"
"2025-10-29","P002","ECP","Electronics","286","2","29","44","10","4","0","0","0","0","0","0","0","0.0","0","0","0","1.0","0.1223","1146.77"
"2025-10-30","P002","ECP","Electronics","243","3","30","44","10","4","0","0","0","0","0","0","0","0.0","0","0","0","1.0","0.5047","1126.88"
"2025-10-31","P002","ECP","Electronics","105","4","31","44","10","4","0","0","0","0","0","0","0","0.0","0","0","0","0.4256","0.0935","1347.95"
"2025-11-01","P002","ECP","Electronics","73","5","1","44","11","4","1","0","0","0","0","0","0","0.0","0","0","1","0.3027","0.3704","1321.05"
"2025-11-02","P002","ECP","Electronics","68","6","2","44","11","4","1","0","0","0","0","0","0","0.0","0","0","1","0.0552","0.2579","1142.25"
"2025-11-03","P002","ECP","Electronics","69","0","3","45","11","4","0","0","0","0","0","0","0","0.0","0","0","1","0.545","0.241","997.64"
"2025-11-04","P002","ECP","Electronics","69","1","4","45","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.3613","0.2235","899.55"
"2025-11-05","P002","ECP","Electronics","74","2","5","45","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.3367","0.0696","923.26"
"2025-11-06","P002","ECP","Electronics","76","3","6","45","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.1576","0.552","1086.02"
"2025-11-07","P002","ECP","Electronics","82","4","7","45","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.1196","0.5106","1256.99"
"2025-11-08","P002","ECP","Electronics","65","5","8","45","11","4","1","0","0","0","0","0","0","0.0","0","0","0","0.4249","0.2038","900.19"
"2025-11-09","P002","ECP","Electronics","70","6","9","45","11","4","1","0","0","0","0","0","0","0.0","0","0","0","0.456","0.4254","911.93"
"2025-11-10","P002","ECP","Electronics","60","0","10","46","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.6705","0.0589","1267.96"
"2025-11-11","P002","ECP","Electronics","654","1","11","46","11","4","0","0","0","0","0","0","1","10.0","0","0","0","0.9261","0.7757","4447.11"
"2025-11-12","P002","ECP","Electronics","81","2","12","46","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.0358","0.7421","1395.98"
"2025-11-13","P002","ECP","Electronics","79","3","13","46","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.2299","0.2292","868.51"
"2025-11-14","P002","ECP","Electronics","73","4","14","46","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.0961","0.437","1270.51"
"2025-11-15","P002","ECP","Electronics","73","5","15","46","11","4","1","0","0","0","0","0","0","0.0","0","0","0","0.2574","0.1919","1372.04"
"2025-11-16","P002","ECP","Electronics","75","6","16","46","11","4","1","0","0","0","0","0","0","0.0","0","0","0","0.0998","0.1268","1110.85"
"2025-11-17","P002","ECP","Electronics","64","0","17","47","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.6203","0.4086","1157.36"
"2025-11-18","P002","ECP","Electronics","75","1","18","47","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.0106","0.0422","1260.03"
"2025-11-19","P002","ECP","Electronics","82","2","19","47","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.3776","0.6439","1287.81"
"2025-11-20","P002","ECP","Electronics","98","3","20","47","11","4","0","1","0","0","0","0","0","0.0","0","0","0","0.3148","0.5278","1267.88"
"2025-11-21","P002","ECP","Electronics","87","4","21","47","11","4","0","0","0","0","0","0","0","0.0","0","0","0","0.2279","0.3683","1330.37"
"2025-11-22","P002","ECP","Electronics","85","5","22","47","11","4","1","0","0","0","0","0","0","0.0","1","0","0","0.2371","0.3322","1238.82"
"2025-11-23","P002","ECP","Electronics","74","6","23","47","11","4","1","0","0","0","0","0","0","0.0","1","0","0","0.4227","0.0643","1087.35"
"2025-11-24","P002","ECP","Electronics","83","0","24","48","11","4","0","0","0","0","0","0","0","0.0","1","1","0","0.3487","0.1333","1119.67"
"2025-11-25","P002","ECP","Electronics","71","1","25","48","11","4","0","0","0","0","0","0","0","0.0","1","1","0","0.0508","0.125","1059.75"
"2025-11-26","P002","ECP","Electronics","77","2","26","48","11","4","0","0","0","0","0","0","0","0.0","1","1","0","0.183","0.1885","1117.01"
"2025-11-27","P002","ECP","Electronics","78","3","27","48","11","4","0","0","0","0","0","0","0","0.0","1","0","0","0.4693","0.1615","1301.11"
"2025-11-28","P002","ECP","Electronics","74","4","28","48","11","4","0","0","0","0","0","0","0","0.0","1","0","0","0.3147","0.398","1060.9"
"2025-11-29","P002","ECP","Electronics","78","5","29","48","11","4","1","0","0","0","0","0","0","0.0","1","0","0","0.1504","0.3096","1392.59"
"2025-11-30","P002","ECP","Electronics","53","6","30","48","11","4","1","0","0","0","0","0","0","0.0","1","0","0","0.3124","0.0819","1022.1"
"2025-12-01","P002","ECP","Electronics","79","0","1","49","12","4","0","0","0","0","0","0","0","0.0","1","0","1","0.2567","0.2462","1236.58"
"2025-12-02","P002","ECP","Electronics","80","1","2","49","12","4","0","0","0","0","0","0","0","0.0","1","0","1","0.0545","0.388","1350.45"
"2025-12-03","P002","ECP","Electronics","82","2","3","49","12","4","0","0","0","0","0","0","0","0.0","1","0","1","0.27","0.4374","1280.78"
